timestamp,loop_hz,mode,speed_pwm,steer_deg,yaw_deg,roll_deg,pitch_deg,car_x,car_y,lane_anchor,target_x,lateral_err_px,lane_confidence,active_sign,yolo_labels
16:12:17.344,0.6,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,,320.0,0.0,0.0,,
16:12:18.424,10.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,233.3,-86.7,1.0,,
16:12:19.435,12.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,232.8,-87.2,1.0,,
16:12:20.512,10.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,231.6,-88.4,1.0,,
16:12:21.613,8.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,230.9,-89.1,1.0,,
16:12:22.614,11.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,230.7,-89.3,1.0,,
16:12:23.628,10.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,232.0,-88.0,1.0,,
16:12:24.708,12.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,233.2,-86.8,1.0,,
16:12:25.775,11.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,233.9,-86.1,1.0,,
16:12:26.791,9.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,233.4,-86.6,1.0,,
16:12:27.791,9.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,232.5,-87.5,1.0,,
16:12:28.841,9.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,232.3,-87.7,1.0,,
16:12:29.873,9.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,232.2,-87.8,1.0,,
16:12:30.904,10.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,236.8,-83.2,0.5,,
16:12:32.011,9.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,248.3,-71.7,1.0,,
16:12:33.052,9.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,263.7,-56.3,0.5,,
16:12:34.091,10.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,271.8,-48.2,0.5,,
16:12:35.169,9.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,241.8,-78.2,0.5,,
16:12:36.238,9.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,267.7,-52.3,0.5,,
16:12:37.305,10.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,236.8,-83.2,1.0,,
16:12:38.359,9.0,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,233.8,-86.2,1.0,,
16:12:39.397,10.6,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,231.3,-88.7,1.0,,
16:12:40.460,10.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,230.4,-89.6,1.0,,
