timestamp,loop_hz,mode,speed_pwm,steer_deg,yaw_deg,roll_deg,pitch_deg,accel_fwd_ms2,accel_lat_ms2,accel_vrt_ms2,velocity_fwd_ms,displacement_fwd_m,car_x,car_y,lane_anchor,target_x,lateral_err_px,lane_confidence,active_sign,yolo_labels
14:33:28.371,0.6,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,,320.0,0.0,0.0,,
14:33:29.384,9.1,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,244.7,-75.3,1.0,,
14:33:30.444,10.8,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,252.1,-67.9,1.0,,
14:33:31.490,10.8,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,257.5,-62.5,0.5,,
14:33:32.557,9.2,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,259.0,-61.0,0.5,,
14:33:33.605,10.4,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,245.7,-74.3,0.5,,
14:33:34.672,10.4,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,239.6,-80.4,0.5,,
14:33:35.742,10.6,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,241.0,-79.0,0.5,,
14:33:36.842,9.2,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,241.7,-78.3,0.5,,
14:33:37.899,10.8,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,240.5,-79.5,1.0,,
14:33:38.973,10.9,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,260.7,-59.3,0.5,,
14:33:40.040,10.5,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,245.7,-74.3,1.0,,
14:33:41.100,10.7,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,253.5,-66.5,1.0,,
14:33:42.159,10.8,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,235.5,-84.5,0.5,,
14:33:43.200,10.7,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,233.8,-86.2,0.5,,
14:33:44.292,9.1,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,248.3,-71.7,1.0,,
14:33:45.331,10.7,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,235.0,-85.0,0.5,,
14:33:46.411,9.3,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,233.5,-86.5,0.5,,
14:33:47.473,10.7,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,232.6,-87.4,0.5,,
14:33:48.541,10.9,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,232.0,-88.0,0.5,,
14:33:49.597,10.9,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,231.6,-88.4,0.5,,
14:33:50.610,11.2,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,231.4,-88.6,0.5,,
14:33:51.687,11.4,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,232.4,-87.6,1.0,,
14:33:52.750,10.8,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,258.9,-61.1,0.5,,
14:33:53.812,9.6,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,229.3,-90.7,0.5,,
14:33:54.859,11.0,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,227.8,-92.2,0.5,,
14:33:55.869,9.3,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,225.1,-94.9,0.5,,
14:33:56.933,10.4,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,223.3,-96.7,0.5,,
14:33:57.988,10.5,MANUAL,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,228.3,-91.7,0.5,,
