timestamp,loop_hz,mode,speed_pwm,steer_deg,yaw_deg,roll_deg,pitch_deg,car_x,car_y,lane_anchor,target_x,lateral_err_px,lane_confidence,active_sign,yolo_labels
16:22:24.850,0.6,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,,320.0,0.0,0.0,,
16:22:25.930,11.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,435.4,115.4,0.5,,
16:22:26.987,11.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,435.0,115.0,0.5,,
16:22:28.046,10.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,423.8,103.8,1.0,,
16:22:29.080,10.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,456.8,136.8,1.0,,
16:22:30.099,9.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,463.3,143.3,1.0,,
16:22:31.102,10.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.0,147.0,1.0,,
16:22:32.155,9.0,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,468.5,148.5,1.0,,
16:22:33.232,8.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,468.4,148.4,1.0,,
16:22:34.324,9.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,468.3,148.3,1.0,,
16:22:35.423,9.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,468.2,148.2,1.0,,
16:22:36.557,7.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,468.1,148.1,1.0,,
16:22:37.614,9.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.9,147.9,1.0,,
16:22:38.678,9.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.8,147.8,1.0,,
16:22:39.734,10.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.7,147.7,1.0,,
16:22:40.764,10.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.7,147.7,1.0,,
16:22:41.774,9.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.6,147.6,1.0,,
16:22:42.844,9.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.6,147.6,1.0,,
16:22:43.925,9.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.6,147.6,1.0,,
16:22:44.962,9.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.6,147.6,1.0,,
16:22:45.990,10.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.6,147.6,1.0,,
16:22:47.032,9.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.6,147.6,1.0,,
16:22:48.069,10.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.5,147.5,1.0,,
16:22:49.092,9.0,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.4,147.4,1.0,,
16:22:50.125,9.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.4,147.4,1.0,,
16:22:51.162,9.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,467.3,147.3,1.0,,
