timestamp,loop_hz,mode,speed_pwm,steer_deg,yaw_deg,roll_deg,pitch_deg,car_x,car_y,lane_anchor,target_x,lateral_err_px,lane_confidence,active_sign,yolo_labels
15:51:16.125,0.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,,320.0,0.0,0.0,,
15:51:17.137,10.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,330.6,10.6,0.5,,
15:51:18.188,11.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,330.8,10.8,0.5,,
15:51:19.191,10.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,364.4,44.4,1.0,,
15:51:20.249,9.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,366.9,46.9,1.0,,
15:51:21.255,10.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,366.3,46.3,0.5,,
15:51:22.345,10.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,360.8,40.8,1.0,,
15:51:23.383,9.6,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,357.0,37.0,1.0,,
15:51:24.419,10.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,361.0,41.0,0.5,,
15:51:25.455,10.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,359.6,39.6,0.5,,
15:51:26.510,9.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,361.9,41.9,0.5,,
15:51:27.549,10.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,371.9,51.9,0.5,,
15:51:28.598,9.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,369.1,49.1,0.5,,
15:51:29.613,10.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,362.3,42.3,0.5,,
15:51:30.643,10.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,362.0,42.0,1.0,,
15:51:31.668,10.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,361.9,41.9,0.5,,
15:51:32.713,10.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,363.4,43.4,0.5,,
15:51:33.801,11.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,RIGHT_LANE_ONLY,365.4,45.4,0.5,,
15:51:34.808,10.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,362.6,42.6,0.5,,
15:51:35.864,10.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,361.9,41.9,1.0,,
15:51:36.873,10.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,361.8,41.8,1.0,,
15:51:37.889,10.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,362.4,42.4,0.5,,
15:51:38.911,11.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,363.6,43.6,1.0,,
15:51:39.942,10.5,MANUAL,0,0,0.0,0.0,0.0,11.89,10.0,CENTER_DUAL,364.4,44.4,1.0,,
15:51:40.976,9.6,MANUAL,0,0,0.0,0.0,0.0,7.0,5.75,LEFT_LANE_ONLY,365.0,45.0,0.5,,
15:51:42.039,10.6,MANUAL,0,0,0.0,0.0,0.0,16.1,7.52,LEFT_LANE_ONLY,365.3,45.3,0.5,,
15:51:43.111,10.5,MANUAL,0,0,0.0,0.0,0.0,16.1,7.52,CENTER_DUAL,361.7,41.7,1.0,,
15:51:44.177,10.6,MANUAL,0,0,0.0,0.0,0.0,16.1,7.52,LEFT_LANE_ONLY,363.7,43.7,0.5,,
15:51:45.256,10.3,MANUAL,0,0,0.0,0.0,0.0,16.1,7.52,CENTER_DUAL,361.4,41.4,1.0,,
15:51:46.332,10.8,MANUAL,0,0,0.0,0.0,0.0,16.1,7.52,CENTER_DUAL,359.0,39.0,1.0,,
15:51:47.428,10.2,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,359.2,39.2,1.0,,
15:51:48.471,10.0,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,360.2,40.2,1.0,,
15:51:49.474,10.4,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,361.2,41.2,1.0,,
15:51:50.498,10.6,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,362.2,42.2,1.0,,
15:51:51.595,10.2,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,363.1,43.1,1.0,,
15:51:52.671,9.5,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,343.4,23.4,1.0,,
15:51:53.724,10.8,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,333.6,13.6,1.0,,
15:51:54.732,11.7,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,LEFT_LANE_ONLY,319.3,-0.7,0.5,,
15:51:55.740,10.6,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,318.9,-1.1,1.0,,
15:51:56.763,10.6,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,329.5,9.5,1.0,,
15:51:57.775,10.9,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,326.3,6.3,1.0,,
15:51:58.787,10.7,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,324.3,4.3,1.0,,
15:51:59.809,11.0,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,323.3,3.3,1.0,,
15:52:00.895,10.5,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,324.6,4.6,1.0,,
15:52:01.915,10.8,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,324.2,4.2,1.0,,
15:52:02.945,10.4,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,324.9,4.9,1.0,,
15:52:03.999,10.8,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,328.3,8.3,1.0,,
15:52:05.073,9.3,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,325.9,5.9,1.0,,
15:52:06.158,10.5,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,327.5,7.5,1.0,,
15:52:07.262,10.3,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,333.5,13.5,1.0,,
15:52:08.307,10.6,MANUAL,0,0,0.0,0.0,0.0,2.51,4.61,CENTER_DUAL,333.0,13.0,1.0,,
