timestamp,loop_hz,mode,speed_pwm,steer_deg,yaw_deg,roll_deg,pitch_deg,car_x,car_y,lane_anchor,target_x,lateral_err_px,lane_confidence,active_sign,yolo_labels
20:02:19.540,1.0,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,,320.0,0.0,0.0,,
20:02:20.586,8.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,227.6,-92.4,1.0,,
20:02:21.683,7.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,219.4,-100.6,1.0,,
20:02:22.793,8.0,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,218.8,-101.2,1.0,,
20:02:23.903,8.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,220.2,-99.8,1.0,,
20:02:25.035,8.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,CENTER_DUAL,218.0,-102.0,1.0,,
20:02:26.072,9.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,212.0,-108.0,0.5,,
20:02:27.160,10.6,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,211.0,-109.0,0.5,,
20:02:28.269,8.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.5,-109.5,0.5,,
20:02:29.299,8.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.3,-109.7,0.5,,
20:02:30.377,10.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.1,-109.9,0.5,,
20:02:31.487,9.0,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:32.577,10.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:33.579,8.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:34.654,10.6,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:35.748,10.0,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:36.833,10.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:37.891,9.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:38.967,10.6,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:40.051,10.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:41.116,10.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:42.202,9.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:43.219,10.5,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:44.231,9.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:45.254,10.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:46.280,8.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:47.317,9.8,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:48.423,10.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:49.451,9.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:50.478,10.3,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:51.552,10.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:52.642,11.0,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:53.728,9.6,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:54.820,10.1,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:55.911,8.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:56.957,9.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:57.991,9.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:02:59.083,10.2,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:03:00.159,9.9,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,209.9,-110.1,0.5,,
20:03:01.194,9.7,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:03:02.204,10.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,210.0,-110.0,0.5,,
20:03:03.279,10.6,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,202.4,-117.6,0.5,,
20:03:04.336,10.4,MANUAL,0,0,0.0,0.0,0.0,4.17,6.89,LEFT_LANE_ONLY,198.7,-121.3,0.5,,
